Frame 0: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 915: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 915: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 915: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 916: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 916: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 916: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 917: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 917: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 917: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 918: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 918: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 918: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 919: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 919: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 919: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 920: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 920: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 920: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 921: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 921: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 921: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 922: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 922: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 922: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 923: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 923: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 923: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 924: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 924: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 924: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 925: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 925: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 925: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 926: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 926: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 926: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 927: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 927: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 927: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 928: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 928: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 928: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 929: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 929: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 929: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 930: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 930: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 930: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 931: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 931: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 931: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 932: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 932: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 932: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 933: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 933: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 933: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 934: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 934: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 934: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 935: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 935: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 935: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 936: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 936: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 936: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 937: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 937: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 937: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 938: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 938: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 938: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 939: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 939: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 939: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 940: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 940: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 940: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 941: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 941: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 941: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 942: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 942: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 942: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 943: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 943: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 943: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 944: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 944: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 944: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 945: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 945: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 945: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 946: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 946: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 946: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 947: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 947: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 947: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 948: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 948: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 948: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 949: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 949: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 949: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 950: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 950: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 950: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 951: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 951: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 951: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 952: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 952: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 952: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 953: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 953: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 953: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 954: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 954: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 954: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 955: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 955: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 955: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 956: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 956: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 956: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 957: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 957: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 957: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 958: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 958: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 958: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 959: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 959: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 959: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 960: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 960: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 960: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 961: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 961: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 961: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 962: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 962: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 962: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 963: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 963: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 963: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 964: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 964: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 964: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 965: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 965: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 965: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 966: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 966: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 966: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 967: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 967: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 967: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 968: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 968: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 968: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 969: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 969: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 969: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 970: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 970: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 970: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 971: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 971: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 971: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 972: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 972: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 972: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 973: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 973: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 973: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 974: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 974: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 974: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 975: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 975: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 975: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 976: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 976: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 976: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 977: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 977: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 977: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 978: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 978: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 978: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 979: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 979: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 979: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 980: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 980: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 980: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 981: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 981: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 981: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 982: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 982: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 982: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 983: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 983: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 983: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 984: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 984: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 984: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 985: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 985: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 985: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 986: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 986: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 986: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 987: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 987: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 987: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 988: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 988: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 988: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 989: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 989: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 989: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 990: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 990: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 990: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 991: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 991: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 991: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 992: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 992: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 992: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 993: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 993: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 993: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 994: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 994: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 994: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 995: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 995: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 995: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 996: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 996: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 996: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 997: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 997: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 997: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 998: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 998: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 998: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 999: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 999: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 999: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1000: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1000: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1000: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1000: ('light', 'carries', 'little weight') → ACCEPTED (A↔B) [ambiguous]
Frame 1001: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1001: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1001: ('although', 'sun', 'shines', 'clouds cover sky') → REJECTED (A↔B)
Frame 1002: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1002: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1002: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1003: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1003: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1003: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1004: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1004: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1004: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1005: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1005: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1005: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1006: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1006: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1006: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1007: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1007: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1007: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1008: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1008: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1008: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1009: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1009: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1009: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1010: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1010: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1010: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1011: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1011: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1011: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1012: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1012: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1012: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1013: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1013: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1013: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1014: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1014: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1014: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1015: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1015: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1015: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1016: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1016: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1016: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1017: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1017: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1017: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1018: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1018: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1018: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1019: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1019: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1019: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1020: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1020: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1020: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1021: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1021: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1021: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1022: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1022: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1022: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1023: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1023: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1023: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1024: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1024: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1024: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 1025: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1025: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1025: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1026: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1026: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1026: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1027: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1027: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1027: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1028: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1028: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 1028: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1029: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1029: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1029: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1030: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 1030: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1030: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1031: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 1031: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1031: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1032: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1032: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1032: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1033: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1033: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1033: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1034: ('because', 'fire', 'burns', 'forest', 'animals flee') → REJECTED (A↔B)
Frame 1034: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1034: ('if', 'rain', 'then', 'ground becomes wet') → ACCEPTED (A↔B) [complex]
Frame 1035: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
