Frame 0: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 837: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 838: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 838: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 838: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 839: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 839: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 839: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 840: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 840: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 840: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 841: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 841: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 841: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 842: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 842: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 842: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 843: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 843: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 843: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 844: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 844: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 844: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 845: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 845: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 845: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 846: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 846: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 846: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 847: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 847: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 847: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 848: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 848: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 848: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 849: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 849: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 849: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 850: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 850: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 850: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 851: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 851: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 851: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 852: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 852: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 852: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 853: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 853: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 853: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 854: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 854: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 854: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 855: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 855: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 855: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 856: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 856: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 856: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 857: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 857: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 857: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 858: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 858: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 858: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 859: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 859: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 859: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 860: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 860: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 860: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 861: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 861: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 861: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 862: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 862: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 862: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 863: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 863: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 863: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 864: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 864: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 864: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 865: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 865: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 865: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 866: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 866: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 866: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 867: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 867: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 867: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 868: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 868: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 868: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 869: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 869: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 869: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 870: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 870: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 870: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 871: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 871: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 871: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 872: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 872: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 872: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 873: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 873: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 873: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 874: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 874: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 874: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 875: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 875: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 875: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 876: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 876: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 876: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 877: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 877: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 877: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 878: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 878: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 878: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 879: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 879: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 879: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 880: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 880: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 880: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 881: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 881: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 881: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 882: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 882: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 882: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 883: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 883: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 883: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 884: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 884: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 884: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 885: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 885: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 885: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 886: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 886: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 886: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 887: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 887: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 887: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 888: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 888: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 888: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 889: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 889: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 889: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 890: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 890: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 890: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 891: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 891: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 891: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 892: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 892: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 892: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 893: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 893: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 893: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 894: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 894: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 894: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 895: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 895: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 895: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 896: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 896: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 896: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 897: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 897: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 897: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 898: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 898: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 898: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 899: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 899: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 899: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 900: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 900: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 900: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 900: ('bank', 'stores', 'money') → ACCEPTED (A↔B) [ambiguous]
Frame 901: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 901: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 901: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 902: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 902: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 902: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 903: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 903: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 903: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 904: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 904: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 904: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 905: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 905: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 905: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 906: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 906: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 906: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 907: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 907: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 907: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 908: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 908: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 908: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 909: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 909: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 909: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 910: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 910: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 910: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 911: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 911: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 911: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 912: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 912: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 912: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 913: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 913: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 913: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 914: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 914: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 914: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 915: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 915: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 915: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 916: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 916: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 916: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 917: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 917: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 917: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 918: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 918: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 918: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 919: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 919: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 919: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 920: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 920: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 920: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 921: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 921: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 921: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 922: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 922: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 922: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 923: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 923: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 923: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 924: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 924: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 924: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 925: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 925: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 925: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 926: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 926: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 926: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 927: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 927: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 927: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 928: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 928: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 928: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 929: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 929: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 929: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 930: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 930: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 930: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 931: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 931: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 931: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 932: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 932: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 932: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 933: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 933: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 933: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 934: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 934: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 934: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 935: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 935: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 935: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 936: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 936: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 936: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 937: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 937: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 937: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 938: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 938: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 938: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 939: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 939: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 939: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 940: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 940: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 940: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 941: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 941: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 941: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 942: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 942: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 942: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 943: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 943: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 943: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 944: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 944: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 944: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 945: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 945: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 945: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 946: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 946: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 946: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 947: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 947: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 947: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 948: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 948: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 948: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 949: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 949: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 949: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 950: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 950: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 950: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 951: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 951: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 951: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 952: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 952: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 952: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 953: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 953: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 953: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 954: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 954: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 954: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 955: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 955: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 955: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 956: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 956: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 956: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 957: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 957: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 957: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 958: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 958: ('river', 'flows', 'valley', 'during spring') → REJECTED (A↔B)
Frame 958: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 959: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 959: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 959: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 960: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 960: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 960: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 961: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 961: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 961: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 962: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 962: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 962: ('parent', 'guides', 'child', 'gently') → REJECTED (A↔B)
Frame 963: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 963: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 963: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 964: ('teacher', 'teaches', 'child', 'at school') → REJECTED (A↔B)
Frame 964: ('dog', 'chases', 'cat', 'quickly') → REJECTED (A↔B)
Frame 964: ('fish', 'swims', 'river') → REJECTED (A↔B)
